LocationNormalized,Id,SalaryNormalized,log_avg_salary,len_requirement,words_requirement
Preston Brook,65437109.0,37500.0,10.532096211958502,1546.0,192.0
Westbrook,72395152.0,37500.0,10.532096211958502,1503.0,213.0
Busbridge,68628560.0,37500.0,10.532096211958502,3289.0,415.0
Newton In Furness,68628509.0,37500.0,10.532096211958502,1325.0,175.0
St James's,71369016.4,37500.0,10.484368935980505,4731.2,592.2
Bend Hagg House,68496679.0,37500.0,10.532096211958502,597.0,83.0
Newby East,69318987.5,37500.0,10.523127361615169,1206.0,145.0
Oldends,71774996.0,37500.0,10.532096211958502,552.0,65.0
Cumbernauld,72689769.0,37500.0,10.532096211958502,1464.0,171.0
Farncombe,67903628.0,37500.0,10.532096211958502,688.0,96.0
Rawreth,72073899.0,37500.0,10.529869036783811,794.0,102.5
Docking,70682160.0,37500.0,10.532096211958502,480.0,64.0
Bishopbriggs,71064191.0,37500.0,10.47320469413031,3496.5,429.5
Firgrove,68627012.0,37500.0,10.532096211958502,495.0,62.0
Buckinghamshire,69687817.33494559,37488.081015719465,10.431307500222458,1201.5852478839179,154.37243047158404
Bedfordshire,69556154.35294117,37400.75,10.43756244324247,1194.3639705882354,152.96139705882354
South West London,69743224.3065442,37385.83008036739,10.437518249690408,1234.0195177956373,161.2537313432836
Cliddesden,70081337.92592593,37370.37037037037,10.491954819470276,993.4444444444445,128.1851851851852
Eastern England,69963928.85987261,37334.71337579618,10.43257829645314,1105.3949044585988,143.77070063694268
Brentford,69635073.92682926,37302.60975609756,10.407815488105147,1219.5853658536585,158.85365853658536
Uig,70716486.0,37296.0,10.526641361275539,1142.0,154.0
Stockland Bristol,70074308.92,37272.4,10.433459534782115,1206.8,155.48
Pelaw,70122109.25,37250.0,10.512781572611077,996.5,128.25
North West London,69872393.79528986,37143.18025362319,10.423603636623817,1235.7182971014493,160.5951086956522
Carleton,71382295.44444445,37133.333333333336,10.501907145178784,946.6666666666666,122.11111111111111
Southampton International Airport,70560956.38,37105.2,10.484114883614229,1232.22,155.82
Lea Bridge,68392607.75,37081.166666666664,10.355924337844895,1693.6666666666667,218.41666666666666
Devonport,69929176.5,37035.0,10.516403621875543,2644.0,335.0
West Hampstead,64633793.75,37000.0,10.421485549417726,1718.0,227.25
Oakley,70086591.0,37000.0,10.51867319162636,483.0,65.0
Milltimber,69794202.0,37000.0,10.51867319162636,2169.0,278.0
Cambridgeshire,69400425.96592593,36972.98370370371,10.425733339391105,1098.5125925925927,140.89037037037036
Scotland,69900022.89227642,36879.03658536585,10.414728808536124,1190.4197154471544,152.9410569105691
Cranfield,69825965.33333333,36876.666666666664,10.414286257731897,1323.1666666666667,164.16666666666666
Roehampton,68882676.5,36875.0,10.460907133082618,1109.25,143.5
Wall Hill,70413989.75,36875.0,10.513734406499418,1153.75,150.0
Ash Green,70520985.53571428,36866.07142857143,10.45399450265255,1089.107142857143,141.60714285714286
Somerset,69378218.29285714,36826.68571428571,10.385836122422868,1204.55,157.16190476190476
Frimley,69473032.0,36800.0,10.307762496116599,1425.3636363636363,184.36363636363637
Westhumble,72369474.0,36750.0,10.442266992271268,1501.0,191.0
Well End,68893151.5,36750.0,10.510758430373713,940.5,121.5
East Sussex,69946129.86153845,36693.351282051284,10.416105349129953,1129.253846153846,147.19230769230768
Belvedere,70305502.27272727,36676.0,10.109905032204265,675.3636363636364,90.27272727272727
Battersea,69187444.5,36650.0,10.399356677480602,1092.6666666666667,146.83333333333334
St Lukes,69149427.33333333,36633.333333333336,10.465017561463323,1583.0,197.33333333333334
Orkney,70021809.5,36625.5,10.412017671823545,1269.0,163.5
Harvey Gardens,67382078.0,36613.0,10.508158647580807,3027.0,392.0
Barrow-In-Furness,70091380.59154929,36608.211267605635,10.33721766359311,1010.0985915492957,129.32394366197184
Clackmannanshire,70800481.25,36575.0,10.483569246153678,809.75,98.0
Fleet,69454526.59310345,36506.4275862069,10.368985330108922,1456.1103448275862,184.98620689655172
Criftins,68628191.0,36500.0,10.500448786772345,793.5,108.0
Monxton,69915644.0,36500.0,10.504222389590037,1110.0,133.5
Cumbria,69263992.47963801,36491.882352941175,10.398728445658044,1195.10407239819,155.0452488687783
Keynsham,69610617.875,36457.125,10.482965724936879,906.375,114.625
North Howden,71142651.25,36383.625,10.446729143555567,1169.625,150.75
Llandaff North,68523068.48888889,36369.97777777778,10.440585343663692,1107.3333333333333,144.06666666666666
Dorset,69823636.8127962,36362.516587677725,10.403415953643654,1150.0710900473935,148.8649289099526
Old Warden,71595558.0,36346.0,10.500839435641206,2825.0,358.0
West Midlands,69936046.40944882,36319.081496062994,10.41118031514218,1221.2838582677166,158.53582677165355
North Waltham,64625339.25,36260.0,10.400668378225848,1320.0,164.25
Camberwell,68579911.66666667,36173.333333333336,10.429882508957155,921.6666666666666,126.66666666666667
South Yorkshire,69554609.21993127,36171.345360824744,10.405360782896237,1126.414089347079,145.85395189003435
Wick,69868346.63636364,36139.63636363636,10.398922585936061,1276.1818181818182,162.63636363636363
Greater Manchester,70139257.50929368,36131.0,10.382003718755799,1226.3011152416357,158.54275092936803
Tarring,70876432.8,36100.0,10.479503002858227,1644.2,209.4
Kilmuir,71855946.6,36050.0,10.43907560858129,2036.6,262.6
Brondesbury,69133782.0,36000.0,10.491274217438248,1665.0,218.0
Hyde Park,69410491.25,35978.083333333336,10.449964041837127,1894.6666666666667,248.25
Rhu,70731375.5,35951.5,10.489925176941416,1284.0,160.5
East London,69585598.67252748,35887.162637362635,10.406373765405638,1211.5142857142857,160.86373626373626
Torfaen,68507931.0,35851.0,10.487126739641525,266.0,38.0
Gatwick,70186202.72,35807.18,10.361047900349408,1006.0,129.88
West Sussex,69979666.45115681,35781.300771208225,10.398911651382559,1189.9318766066838,153.8470437017995
Bridport,67953617.33333333,35680.0,10.334240303154699,1100.9259259259259,140.4814814814815
Clerkenwell,69633556.33333333,35666.666666666664,10.469589865178074,1479.0,193.33333333333334
New Durham,70570085.5,35625.0,10.46312884937418,973.25,127.75
New Cross,69637020.58333333,35602.75,10.464071358269912,1328.8333333333333,177.0
Egremont,65129848.4,35600.0,10.4199849481615,659.2,81.6
Wiltshire,69773842.74538745,35551.822878228784,10.3959340956252,1147.7638376383763,149.5110701107011
Ware,69797664.4,35505.52,10.33482937161402,838.44,110.52
North Holmwood,70478109.0,35500.0,10.473060044711437,919.6666666666666,117.33333333333333
Whiteway,70487841.2,35500.0,10.463020024494508,999.6,134.6
Studley,69003976.66666667,35500.0,10.475447250523517,1235.0,173.33333333333334
Beckton,71904662.66666667,35500.0,10.47643845200945,1114.6666666666667,138.33333333333334
Portland,70692970.4,35443.2,10.222121224197704,764.4,100.6
East Sheen,70081570.36512084,35441.66100587851,10.38060859814277,1298.6446766819072,170.17570215545396
South Brent,70260546.49411765,35439.85882352941,10.3825832062304,1016.1411764705882,130.42352941176472
East Town,69117969.0,35433.0,10.475398868279957,1351.0,176.0
Hammersmith,69560757.58333333,35432.625,10.40670219642144,1535.4166666666667,199.66666666666666
Itchenor,71799007.0,35430.0,10.475314197859518,1092.0,139.0
Midlothian,67272619.78947368,35393.15789473684,10.41211777803999,1148.859649122807,145.859649122807
Padworth,70421881.66666667,35333.333333333336,10.402523795022853,1652.0,213.33333333333334
Hambleton,72373066.0,35328.0,10.472431129636767,783.0,116.0
Whalley,70228240.0,35308.0,10.471864846140123,1632.0,200.0
Whitehaven,68653158.96774194,35266.1935483871,10.345780758634943,1180.1612903225807,151.58064516129033
New Holland,69251345.0,35248.0,10.470164069042124,1937.0,258.0
Oxfordshire,69662934.6995169,35113.93043478261,10.378475601395337,1180.1884057971015,152.03961352657004
Lochgelly,70277689.2,35044.6,10.264772786796957,680.2,89.4
Belsize Park,68046973.0,35040.0,10.464245545050328,301.0,45.0
East Anton,70434791.5,35000.0,10.460545790138166,1115.0,144.5
Littleborough,71912524.0,35000.0,10.46310334047155,867.0,112.5
Rivenhall,71315607.0,35000.0,10.46310334047155,312.0,42.0
North Warnborough,61416152.0,35000.0,10.46310334047155,915.0,140.0
Lathom,70606391.0,35000.0,10.452793696870183,2250.5,281.0
Sedgefield,69689806.33333333,35000.0,10.443737120396117,1080.3333333333333,135.66666666666666
Selby Common,72373713.0,35000.0,10.46310334047155,1873.0,242.0
Rand,67953223.5,35000.0,10.46310334047155,467.5,57.0
Radcliffe,71708099.0,35000.0,10.46310334047155,538.0,75.0
Christleton,69022010.0,35000.0,10.46310334047155,127.0,20.0
Glasgow Airport,71903524.0,35000.0,10.46310334047155,1293.0,149.0
Newstead,67946254.0,35000.0,10.46310334047155,3807.0,482.0
Oakington,68997808.0,35000.0,10.46310334047155,1142.0,144.0
Nursted,68496430.0,35000.0,10.46310334047155,609.0,79.0
Heriot,69891542.0,35000.0,10.46310334047155,1117.0,140.0
Sydenham,70437872.0,35000.0,10.46310334047155,1370.0,173.0
Ystrad Mynach,69206576.0,35000.0,10.46310334047155,942.0,119.0
World's End,71593508.0,35000.0,10.46310334047155,2272.0,294.0
Binfield,72543032.0,35000.0,10.46310334047155,986.0,129.0
Brentor,72408047.0,35000.0,10.46310334047155,724.0,95.0
Barkingside,71954125.0,35000.0,10.46310334047155,1516.0,188.0
Brize Norton,67058800.0,35000.0,10.46310334047155,3336.0,456.0
Borough,56946361.0,35000.0,10.46310334047155,1325.0,174.0
Westbourne,69975803.0,35000.0,10.46310334047155,1634.0,208.0
Essex,69654328.07241747,34974.3642172524,10.376634456057818,1122.2428115015975,146.82641107561236
Londonderry,70529989.6,34967.15,10.306804292619537,1287.05,168.15
Scotland Gate,69952063.85714285,34923.76190476191,10.393102255445026,904.8571428571429,116.28571428571429
St. Leonards,68678470.0,34918.0,10.46075773454472,1465.0,189.0
Reading,69919889.34156379,34878.07453132144,10.351106307650975,1242.9117512574303,161.54686785550984
South Cornelly,70539526.4,34868.8,10.26463212243442,955.0,124.6
Farnborough,69910635.49838188,34864.31067961165,10.34878195365584,1283.8543689320388,163.94498381877023
Beeston,69649772.0,34810.71428571428,10.438834550141488,1486.7142857142858,191.28571428571428
Staines,70327066.28070176,34790.31578947369,10.354778206078938,1222.2105263157894,156.2982456140351
Abingdon,70019614.49462366,34706.34050179212,10.334359344702005,1099.4695340501792,142.4516129032258
Chantry,70198924.5,34700.0,10.420361775088718,1038.25,135.45
Kensington,70292874.39393939,34691.72727272727,10.297687096415624,1224.090909090909,159.1818181818182
Shere,71447396.66666667,34666.666666666664,10.43791406473642,1069.8333333333333,144.5
Southminster,70886605.5,34608.0,10.266579195276991,1299.25,160.25
South Croydon,68998401.15384616,34589.256410256414,10.364303087798975,1033.8974358974358,131.82051282051282
Aberaeron,69742530.16666667,34580.333333333336,10.41770346243928,1293.6666666666667,177.83333333333334
North Muskham,70689305.33333333,34580.0,10.361401184218884,670.3333333333334,82.33333333333333
Strabane,72627403.0,34500.0,10.448714603019452,1064.0,144.0
Stoke,70464535.0,34500.0,10.385060143082544,376.25,49.5
Dyce,69933578.66666667,34500.0,10.415283429510772,1016.3333333333334,128.0
Arlesey,70505304.1111111,34450.666666666664,10.363079552283747,1479.4444444444443,196.33333333333334
Uxbridge,69064787.59615384,34409.596153846156,10.324989417714411,1120.8557692307693,144.3846153846154
Suffolk,69335646.29277566,34390.86311787072,10.333537874605089,1156.0304182509506,153.45627376425855
Christchurch,69915731.86697248,34379.7247706422,10.334486244649094,1086.8394495412845,141.87614678899084
Orkneys,69820622.0,34375.0,10.41316405500936,975.25,125.25
Blaydon-On-Tyne,70181428.1875,34369.75,10.35769635460969,902.625,117.0
Edmonton,69128389.2,34338.2,10.311808523804112,1403.6,185.4
Grangemouth,69508248.22727273,34292.63636363636,10.190566690285074,902.6818181818181,111.54545454545455
North Lambeth,70071782.67320262,34280.44880174292,10.353730606423168,1204.2505446623093,157.96514161220043
Luton,69336836.62077294,34252.442028985504,10.330549575147126,1229.4178743961352,157.5024154589372
West Yorkshire,69696136.65018657,34247.961753731346,10.353080169947809,1070.6501865671642,138.38805970149255
Achmore,66575413.0,34211.0,10.440302508763368,347.0,48.0
Northamptonshire,69705331.10730949,34198.94401244168,10.358418629514743,1109.00466562986,143.00311041990668
Tatton,69990433.33333333,34166.666666666664,10.42722645240743,1175.6666666666667,142.66666666666666
West Kilbride,69463624.0,34160.0,10.299700204235817,1628.75,198.75
Victoria,69755731.13333334,34157.333333333336,10.329503649309782,1249.5333333333333,160.2
UK,69883717.92405033,34113.31533351179,10.316035635128365,1205.3695033217336,156.5061689338817
Warwickshire,70182586.16911764,34108.424019607846,10.3576349437434,1239.1311274509803,159.3296568627451
Formby,69185538.0,34105.0,10.43719928008882,1373.0,177.0
North Lanarkshire,68145699.71428572,34071.42857142857,10.398479181203896,784.8571428571429,102.85714285714286
Borders,67032157.625,34059.5,10.310936243021274,890.5625,116.875
North London,69537774.26628353,34015.17432950192,10.344564078646897,1166.795019157088,154.94252873563218
Cambridge,69491890.35511145,34014.172175249805,10.340747929683642,1102.554957724827,143.1160645657187
Bradwall,71594704.0,34000.0,10.4341158035983,677.0,89.0
Dinas Powys,70592840.0,34000.0,10.4341158035983,1655.0,212.0
Bradshaw,72073669.0,34000.0,10.308952660644293,1123.5,145.5
Westminster,69777563.7804878,33985.439024390245,10.313404971675384,602.829268292683,79.39024390243902
Lancashire,69396977.87215601,33916.158179848324,10.33782135238263,1130.4268689057421,146.4810400866739
North Somerset,69983483.42857143,33893.57142857143,10.326789111770637,1067.142857142857,137.28571428571428
Kings Langley,69904373.0,33853.4,10.323818834365868,978.9,122.7
Edinburgh,69344134.47770701,33820.88280254777,10.29530568084553,981.2471337579618,125.91210191082803
Denmark Hill,70480785.25,33812.5,10.097830777030813,1032.875,140.0
Croydon,69263359.20071685,33787.189964157704,10.316270485895199,1188.9390681003583,153.63082437275986
Healey,69987262.0,33762.75,10.286909923537607,1683.0,220.5
Quinton,68481265.5,33750.0,10.1742861937525,1700.5,224.0
Old Sodbury,71080435.0,33750.0,10.367844178472485,1246.0,163.5
Tidworth,69174945.16666667,33715.5,10.157220374125023,996.5,129.33333333333334
Bromyard,70320098.0,33701.71428571428,10.315244764624099,1228.5714285714287,161.57142857142858
Broadstairs,70051943.64516129,33698.032258064515,10.284799043775644,875.6129032258065,117.51612903225806
Stanton-On-The-Wolds,70311336.4,33697.6,10.370591354268322,884.4,118.2
Staffordshire,69677997.02681993,33689.2183908046,10.336295408727024,1119.528735632184,144.11494252873564
Hythe,69072960.2,33638.4,10.315296532165565,1078.0,134.6
Douglas,70143820.5,33625.0,10.381705126280405,1982.75,269.0
Gloucestershire,69691249.7886978,33601.744471744474,10.326586475493778,1203.5479115479116,154.0896805896806
Ratcliffe-On-Soar,69084065.5,33600.0,10.422281345951296,621.0,81.0
Dalry,71314003.5,33600.0,10.422281345951296,223.5,30.0
Oldfield,71895634.0,33500.0,10.419300717813158,1264.0,163.0
Tower Hill,71886796.0,33500.0,10.419300717813158,1935.0,245.0
Bristol,69648277.95731415,33481.27050359712,10.30985463176168,1147.4057553956834,148.55443645083932
Isleworth,68798206.13333334,33478.6,10.197736966986175,1807.5333333333333,241.0
Walton West,70089959.66666667,33466.666666666664,10.407502741344612,589.6666666666666,78.0
Sompting,70430835.15384616,33461.53846153846,10.378233470248052,1007.8717948717949,135.6153846153846
Quedgeley,69389508.66666667,33384.0,10.34595752106462,1522.3333333333333,206.33333333333334
Reigate,69744001.72330096,33370.95145631068,10.302876532561424,1267.5339805825242,165.49514563106797
East Riding,70004740.88321167,33353.71532846715,10.283642427232877,1025.4379562043796,135.13868613138686
Guildford,69874997.76617375,33336.219038817006,10.318972979958934,1164.6386321626617,151.29482439926062
East Beckham,69265560.66666667,33333.333333333336,10.352204526558472,1084.3333333333333,140.66666666666666
Thames Ditton,70017286.875,33310.875,10.3284733660897,1503.0,197.09375
Wrekin,67170500.375,33307.0,10.323340771232825,1253.125,163.75
East Harptree,66607394.0,33285.0,10.412862124034804,757.0,94.0
Waterglade Industrial Park,70761349.0,33250.0,10.411810046084,277.0,44.0
Putney Heath,69476151.0,33250.0,10.310339624085655,624.5,79.0
Cheshire,69312179.13662457,33245.36854190585,10.311456778185848,1119.4776119402984,144.69001148105625
Nottinghamshire,69238233.82956879,33237.07186858316,10.331505190048023,1154.6303901437373,148.34702258726898
Swindon,70051892.49799733,33224.00667556742,10.302681753777915,1189.973297730307,153.4018691588785
Highlands,68645855.42105263,33218.63157894737,10.252705781073084,866.921052631579,112.3157894736842
Avon,68356218.89051095,33206.67153284672,10.303401902272745,1166.9306569343066,149.62408759124088
